0.023
0.033
0.043
0.053
0.063
0.073
0.083
0.093
0.103
0.113
0.123
0.133
0.143
0.153
0.163
0.173
0.183
0.193
0.203
0.213
0.223
0.233	175.524
0.243	175.737
0.253	175.930
0.263	176.103
0.273	174.695	290.409
0.283	174.735	290.611
0.293	175.940	288.370
0.303	176.643	290.292
0.313	176.643	290.292
16.893	87.307	350.785
16.903	88.322	349.228
16.913	88.322
16.923	87.960
16.933	87.955
16.943	87.965
16.953	87.980
16.963
16.973
16.983
16.993
17.003
17.013
17.023
17.033
17.043
17.053
17.063
17.073
17.083
17.093
17.103
17.113
17.123
17.133
17.143
17.153
17.163
17.173
17.183
17.193
17.203
17.213
17.223
17.233
17.243
17.253
17.263
17.273
17.283
17.293
17.303
17.313
17.323
17.333
17.343
17.353
17.363
17.373
17.383
17.393
17.403
17.413
17.423
17.433
17.443
17.453
17.463
17.473
17.483
17.493
17.503
17.513
17.523
17.533
17.543
17.553
17.563
17.573
17.583
17.593
17.603
17.613
17.623
17.633
17.643
17.653
17.663	235.954
17.673	236.063
17.683	236.145
17.693	236.226
17.703	235.790	350.036
17.713	235.790	350.198
17.723	235.790	350.218
17.733	235.926	349.329
17.743	236.677	349.228
17.753	237.156	347.417	297.197
17.763	237.348	345.217	297.197
17.773	237.307	346.796	297.077
17.783	236.923	345.217	297.077
17.793	237.074	297.026	346.036
17.803	237.088	297.369	348.040
17.813	236.964	297.369	348.221
17.823	237.225	297.403	116.541
17.833	237.375	297.352	116.541
17.843	297.369	237.225	116.541
17.853	297.077	237.088	116.979
17.863	297.077	237.252	118.907
17.873	297.249	117.895	236.964
17.883	297.077	118.510	236.855
17.893	297.369	117.895	236.951	351.272
17.903	117.895	297.077	236.869	351.800
17.913	116.541	297.077	236.691	350.400
17.923	116.541	297.231	236.704	350.097
17.933	117.895	297.231	236.622	349.127
17.943	117.895	297.163	236.568	349.228
17.953	117.895	297.317	236.486	348.080
17.963	117.895	297.180	236.663	348.221
17.973	118.393	297.094	236.691	347.036
17.983	115.830	297.077	236.978	349.450
17.993	116.541	297.077	236.828	349.592
18.003	116.541	297.128	236.869	349.773
18.013	117.895	297.077	236.704	349.592
18.023	117.895	297.026	236.499	351.393
18.033	118.134	297.077	236.540	351.637
18.043	117.895	296.923	236.404	351.130
18.053	117.895	296.888	236.540	351.779
18.063	117.895	296.974	236.486	349.753
18.073	116.541	296.957	236.322	349.470
18.083	117.895	297.077	236.472	349.228
18.093	117.895	296.991	236.322	349.228
18.103	115.923	297.077	236.035	348.684
18.113	117.895	296.888	235.940	346.155
18.123	117.895	296.940	236.363	346.976
18.133	117.895	236.336	297.077	347.598
18.143	117.895	236.404	297.077	347.618
18.153	117.895	236.540	296.751	348.583
18.163	117.895	236.418	296.974	348.624
18.173	116.541	235.967	296.700	349.228
18.183	116.541	236.295	297.077	348.664
18.193	116.662	236.390	297.077
18.203	116.541	236.609	297.386
18.213	116.541	237.348	297.438
18.223	116.541	238.048	298.332
18.233	116.541	238.530	297.077
18.243	116.541	235.790	348.765
18.253	116.541	237.307	349.228
18.263	116.541	235.790	349.228
18.273	238.530	117.875	349.228
18.283	239.469	117.895	349.228
18.293	238.530	117.895	345.217
18.303	235.790	116.541	345.217
18.313	237.403	117.895	347.538
18.323	237.252	117.637	297.180
18.333	238.158	117.773	297.077
18.343	236.745	297.077	99.407
18.353	236.663	297.077	99.138
18.363	237.952	296.871	99.138
18.373	236.513	297.077	99.424
18.383	236.527	296.734	99.138
18.393	237.321	297.077	100.289
18.403	236.226	296.785	100.289
18.413	236.896	296.426	99.138
18.423	236.691	296.631	99.138
18.433	236.063	296.289	99.138
18.443	235.790	296.049	99.138
18.453	235.804	296.220	99.155
18.463	236.226	295.451	99.138
18.473	235.790	295.930	98.869	1320.187
18.483	235.790	297.077	98.692	1319.424
18.493	235.790	295.776	99.138	1319.653
18.503	235.790	295.742	98.333	329.628
18.513	235.967	296.957	98.192	329.628
18.523	235.790	295.093	97.999	329.628
18.533	235.790	96.873	295.605	329.285
18.543	236.595	97.999	295.947	329.057
18.553	235.913	97.999	295.947	1315.619
18.563	236.213	97.999	295.485	1314.404
18.573	236.172	97.999	295.981	1315.923
18.583	235.790	97.999	295.998	1314.556
18.593	235.790	97.999	295.298	1311.446
18.603	235.790	97.999	297.575	1309.554
18.613	97.999	235.640	295.912	1309.856
18.623	97.999	235.790	295.759	1309.403
18.633	97.999	235.790	297.541	1306.305
18.643	97.999	235.790	294.599	1305.777
18.653	97.999	235.613	295.059	325.841
18.663	97.999	234.608	294.821	328.108
18.673	97.999	235.790	294.855	328.487
18.683	97.999	234.540	294.412	329.628
18.693	97.999	235.002	294.225	329.152
18.703	97.999	235.545	290.292	329.628
18.713	233.770	97.999	295.025	332.093
18.723	235.572	99.138	293.665	329.609
18.733	234.446	97.999	294.344	329.628
18.743	234.622	99.138	295.861	329.494
18.753	235.246	99.138	293.665	329.399
18.763	234.216	97.999	294.855	329.628
18.773	235.314	100.289	296.391	328.962
18.783	234.500	97.999	295.161	1310.840
18.793	234.405	98.424	293.665
18.803	235.273	98.606	295.400
18.813	234.216	97.999	297.077
18.823	235.790	97.999	295.247
18.833	238.530	98.646	295.366
18.843	235.790	97.999	297.077
18.853	233.082	99.138	295.861
18.863	238.530	100.289	295.878
18.873	235.954	109.924	98.846
18.883	109.975	219.886	236.049
18.893	110.006	219.949	236.145
18.903	110.000	219.138	281.767
18.913	110.000	217.473	281.556
18.923	110.000	221.543	281.393
18.933	110.267	221.415	283.661
18.943	110.000	220.331	283.661
18.953	110.000	220.471	280.403
18.963	110.000	280.403	220.356	325.841
18.973	110.000	279.175	220.751	325.841
18.983	110.000	280.387	325.841	220.267
18.993	110.000	280.047	325.841	220.114
19.003	110.000	279.127	325.841	219.708
19.013	110.000	279.272	329.190	219.949
19.023	110.000	278.499	328.924
19.033	110.000	279.094	329.628
19.043	109.975	278.853	327.899
19.053	110.000	278.756	219.683
19.063	110.000	279.223	219.416
19.073	110.000	278.708	219.290
19.083	110.000	278.547	328.962
19.093	110.000	278.740	329.171
19.103	110.000	278.370	329.628
19.113	110.000	278.627	329.628
19.123	110.000	278.483	329.628
19.133	110.000	278.853	329.628
19.143	109.626	277.183	329.628
19.153	110.000	278.418	329.628
19.163	109.727	278.354	329.837
19.173	109.423	277.952	329.990
19.183	110.000	278.225	329.380
19.193	110.000	278.740	329.628
19.203	109.385	278.756	193.746
19.213	110.000	278.579	193.746
19.223	110.000	277.888	194.880	331.173
19.233	110.000	279.336	194.824	332.342
19.243	111.278	278.483	195.998	329.628
19.253	111.278	278.386	195.998	335.893
19.263	112.571	278.145	195.998	332.208
19.273	111.278	278.402	195.998	332.381
19.283	108.737	277.952	195.998	389.603
19.293	109.898	195.998	278.676	389.670
19.303	111.278	195.647	278.837	389.715
19.313	110.000	193.746	278.627	389.423
19.323	111.278	193.746	278.804	389.400
19.333	111.278	193.746	278.434	389.963
19.343	110.000	195.692	278.885	390.008
19.353	110.000	194.621	278.016	389.873
19.363	110.000	195.998	278.145
19.373	110.000	195.998	278.402
19.383	110.000	195.602	279.191
19.393	110.325	195.998	278.901
19.403	110.957	195.998	276.879
19.413	109.133	195.998	280.403
19.423	109.892	195.117	280.403
19.433	111.278	195.998	297.077
19.443	111.278	297.077	195.998
19.453	297.077	111.278	177.123
19.463	297.077	111.645	178.871
19.473	297.489	176.643	110.912
19.483	298.832	176.704	110.983
19.493	298.832	176.643	111.053
19.503	297.077	176.643	111.150
19.513	297.077	176.643	222.543
19.523	297.077	176.643	222.402
19.533	297.077	176.898	222.299
19.543	297.128	177.369	222.248
19.553	176.714	297.077	223.303
19.563	178.438	297.506	222.556
19.573	176.643	300.529	222.556
19.583	178.180	300.529	222.556
19.593	178.479	298.867	220.191
19.603	176.643	300.529	222.556
19.613	177.553	220.000	300.529
19.623	176.643	221.940	300.529
19.633	176.786	222.556	297.077
19.643	176.643	222.043	297.077
19.653	176.643	220.611	297.541
19.663	178.129	222.222	295.776
19.673	176.643	221.569	294.565
19.683	177.185	221.876	294.242
19.693	179.471	221.863	296.409
19.703	176.643	222.556	297.077
19.713	176.643	221.940	74.051
19.723	176.643	221.121	74.038
19.733	177.502	221.953	74.269
19.743	176.643	222.556	74.059
19.753	176.684	222.582	74.051
19.763	176.643	221.377	75.132
19.773	176.847	222.094	72.573
19.783	176.643	222.376	73.940
19.793	176.643	221.517	296.563
19.803	177.533	222.120	297.506
19.813	176.643	221.530	296.186
19.823	176.745	221.914	296.477
19.833	176.643	221.402	295.605
19.843	176.643	222.505	295.520
19.853	176.643	221.748	294.821
19.863	176.643	221.850	294.940
19.873	176.643	222.453	294.174
19.883	176.643	221.863	295.195
19.893	176.837	221.991	590.493
19.903	176.643	221.415	591.415
19.913	176.643	222.043	592.509
19.923	176.643	222.556	593.365
19.933	176.643	222.453	592.954
19.943	176.643	221.748	593.057
19.953	176.643	222.068	595.356
19.963	176.643	222.158	595.700
19.973	176.643	222.299	593.125
19.983	176.643	222.030	593.023
19.993	176.643	221.889	592.886
20.003	176.643	222.004	592.577
20.013	176.643	221.377	591.210
20.023	176.643	221.991	591.927
20.033	176.643	221.940	294.582
20.043	176.643	222.299	294.718
20.053	176.643	221.773	293.665
20.063	176.643	222.556	293.665
20.073	176.643	222.132	295.195
20.083	176.643	221.581	295.520
20.093	222.518	176.643	295.195
20.103	221.761	176.643	295.776
20.113	221.940	176.643	296.186
20.123	221.735	176.643	295.878
20.133	222.556	176.643	297.077
20.143	221.390	176.725	295.947
20.153	221.953	177.369	297.214
20.163	222.274	176.643	297.077
20.173	222.094	176.643	297.077
20.183	222.556	176.643	293.665
20.193	221.761	176.643	296.118
20.203	222.479	176.643	293.665
20.213	222.235	176.643	295.468
20.223	222.556	177.144	293.665
20.233	176.643	222.197	295.878
20.243	176.602	295.622	223.587
20.253	176.643	293.665	223.458
20.263	176.643	297.077	222.556
20.273	176.643	297.077	222.826
20.283	176.643	295.981
20.293	297.077	176.643
20.303	297.077	174.614
20.313	297.077	176.643
20.323	295.383	176.368
20.333	296.409	176.643
20.343	295.281	176.409
20.353	293.665	222.274
20.363	293.665	222.556
20.373	293.665	222.556
20.383	293.665	222.556
20.393	291.451	222.659
20.403	292.041	176.643	222.556
20.413	292.970	176.898	222.556
20.423	293.665	176.643	222.389
20.433	293.665	176.643	222.556
20.443	293.665	176.643	222.312
20.453	293.750	176.643	222.261
20.463	294.140	179.388
20.473	295.229	176.990
20.483	295.315	176.643
20.493	296.357	176.643
20.503	295.861	220.000
20.513	293.665	223.020
20.523	293.665	222.556
20.533	293.665	222.556
20.543	222.556	293.665
20.553	222.556	293.665
20.563	222.531	293.665
20.573	222.556	293.936
20.583	222.556	146.832
20.593	223.045	148.016
20.603	222.556	147.657
20.613	148.290
20.623	148.538
20.633	148.538
20.643	148.538
20.653	149.822
20.663	150.264
20.673	149.089
20.683	149.226
20.693
20.703
20.713
20.723
20.733	292.733
20.743	292.818
20.753	352.389
20.763	352.308
20.773	352.247
20.783	353.286
20.793	353.286	148.779
20.803	351.312	148.702
20.813	351.434	148.170
20.823	352.104	148.538
20.833	351.860	148.538
20.843	351.698	148.538
20.853	351.556	148.538
20.863	351.312	148.538
20.873	351.434	148.538
20.883	351.353	148.538	437.036
20.893	351.393	148.538	434.946
20.903	148.538	351.840	441.783
20.913	148.538	351.698	436.103
20.923	148.538	351.921	434.946
20.933	148.538	351.698	440.000
20.943	148.538	351.535	434.946
20.953	148.538	351.434	434.946
20.963	148.538	351.292	434.946
20.973	148.538	351.414	434.946
20.983	148.538	351.576	429.950
20.993	148.538	352.084	429.950
21.003	148.538	351.779	429.950
21.013	148.316	352.227	429.950
21.023	148.538	351.800	434.946
21.033	148.538	351.698	434.946
21.043	145.146	351.881	433.817
21.053	145.146	351.150	433.967
21.063	145.146	351.414	434.068
21.073	148.538	351.089	438.706
21.083	147.598	351.495	438.680
21.093	146.105	351.840	433.667
21.103	147.368	352.165	434.946
21.113	148.538	351.657	434.946
21.123	148.538	351.312	429.950
21.133	148.538	350.988	429.950
21.143	147.640	351.008	429.950
21.153	147.172	351.312	429.950
21.163	351.657	147.410	429.950
21.173	351.739	147.291	429.950
21.183	351.678	147.657	429.950
21.193	351.901	434.946	148.538
21.203	351.434	434.946	148.538
21.213	351.292	434.946	145.146
21.223	351.028	434.093	145.146
21.233	349.228	434.946	148.538
21.243	351.353	434.946	148.538
21.253	349.228	434.946	147.410
21.263	351.069	438.326	109.981
21.273	351.942	436.935	107.861
21.283	351.576	436.028	110.000
21.293	349.450	111.278	434.946
21.303	349.571	111.278	436.129
21.313	109.411	352.227	436.255
21.323	111.278	354.676	438.275
21.333	110.000	353.919	262.231
21.343	110.000	261.626	351.170
21.353	110.000	261.626	351.901
21.363	111.278	261.626	351.779
21.373	111.278	261.626	351.637
21.383	111.278	261.626	524.371
21.393	111.278	261.626	523.886
21.403	110.548	262.367	523.402
21.413	111.794	261.626	522.768
21.423	261.626	111.278	522.104
21.433	261.626	111.195	347.739
21.443	261.459	109.095	349.915
21.453	261.112	111.278	350.400
21.463	261.626	111.278	352.736
21.473	261.278	110.752	351.901
21.483	261.626	349.228	111.278
21.493	261.022	345.217	111.278
21.503	260.946	350.441	517.241
21.513	260.630	350.542	517.241
21.523	259.054	351.759	518.647
21.533	260.374	351.048	517.241
21.543	260.089	350.643	517.241
21.553	258.621	350.643	518.677
21.563	260.886	352.043	517.241
21.573	258.621	352.145	97.942
21.583	260.480	97.999	351.942
21.593	261.626	97.999	353.286
21.603	261.626	97.999	519.127
21.613	261.626	97.999	517.241
21.623	258.173	97.999	518.467
21.633	97.999	260.164	515.541
21.643	98.084	261.384	517.241
21.653	97.999	257.845	517.839
21.663	98.356	261.626	517.241
21.673	97.999	258.621	517.510
21.683	97.999	258.621	521.411
21.693	97.999	261.626	517.241
21.703	97.999	261.626	510.592
21.713	258.621	97.999	516.495
21.723	260.766	97.999	521.080
21.733	261.626	98.943	515.720
21.743	261.626	99.138	516.018
21.753	261.626	99.138	515.809
21.763	260.796	330.657	515.541
21.773	261.626	331.709	511.300
21.783	261.626	331.135	511.300
21.793	261.626	330.028	515.392
21.803	261.626	331.556	526.404
21.813	262.034	511.300	330.428
21.823	261.626	515.452	330.829
21.833	255.650	515.630	332.496
21.843	261.626	514.827	334.248
21.853	260.916	514.470	335.409
21.863	256.464	517.241	332.784
21.873	261.626	511.300	210.308
21.883	261.626	516.763	209.254
21.893	261.626	517.241	211.221
21.903	261.626	517.241	109.385
21.913	261.626	524.371	107.488
21.923	261.626	517.241	109.575
21.933	261.626	517.241	110.000
21.943	261.626	517.241	110.000
21.953	261.626	110.000	517.241
21.963	261.626	110.000	517.241
21.973	261.626	110.000	517.241
21.983	261.626	110.000	352.389
21.993	260.449	110.000	353.286
22.003	258.621	110.000	353.286
22.013	258.621	110.000	353.225
22.023	258.621	110.000	353.286
22.033	258.621	110.000	351.495
22.043	258.621	353.286	111.652
22.053	258.621	352.491	111.278
22.063	258.621	351.840	111.278
22.073	258.621	352.308	111.278
22.083	259.279	352.227	110.900
22.093	258.621	351.840	116.534
22.103	259.069	351.739	116.541
22.113	259.174	116.541	352.145
22.123	261.520	116.541	519.397
22.133	259.473	116.541	520.087
22.143	258.621	116.541	519.757
22.153	261.626	116.312	520.418
22.163	262.064	116.541	520.538
22.173	260.705	116.541	520.388
22.183	261.626	116.541	520.358
22.193	262.458	116.912	520.478
22.203	117.162	261.626	519.967
22.213	116.541	259.234	519.457
22.223	116.676	259.713	518.947
22.233	116.541	261.444	518.797
22.243	116.919	260.044	518.108
22.253	116.541	258.621	518.288
22.263	116.541	261.127	511.300
22.273	116.757	261.626	518.198
22.283	116.118	261.626	518.408
22.293	260.465	116.541	518.677
22.303	261.626	116.541	519.037
22.313	261.626	116.541	521.140
22.323	258.621	116.541	521.320
22.333	260.164	116.541	520.328
22.343	261.626	117.000	130.684
22.353	261.626	117.895	130.669
22.363	258.307	117.895	130.813
22.373	258.621	130.813	117.895
22.383	262.397	130.813	117.324
22.393	263.887	130.473	395.338
22.403	264.666	130.813	401.158
22.413	130.813	264.666	402.969	519.967
22.423	129.310	264.666	391.995	520.117
22.433	130.813	390.978	255.650	519.967
22.443	130.813	389.625	264.666	519.847
22.453	130.466	389.963	261.082	331.441
22.463	129.984	396.550	255.650	331.480
22.473	130.813	390.436	332.304	260.660
22.483	130.813	389.670	332.093	260.465
22.493	130.813	389.535	331.231	260.284
22.503	130.813	388.906	330.543	259.923
22.513	130.813	330.791	389.625	260.149
22.523	130.813	331.001	388.973	259.803
22.533	130.044	330.906	261.263	387.806
22.543	129.857	330.696	260.720	389.130
22.553	130.813	331.040	260.314	391.995
22.563	130.813	330.638	260.630	388.502
22.573	130.813	330.657	260.826	388.187
22.583	129.310	330.352	259.984	391.995
22.593	129.310	330.390	259.503	383.042
22.603	330.333	129.842	261.626	383.042
22.613	330.562	129.662	259.953	445.833
22.623	330.829	129.857	261.626	445.113
22.633	330.887	129.984	264.666	445.113
22.643	330.009	129.594	445.782	256.493
22.653	329.761	129.310	446.168	260.224
22.663	331.403	127.825	446.426	258.621
22.673	331.595	127.825	446.426	260.059
22.683	330.142	129.572	446.529	220.917
22.693	330.734	129.744	447.613	219.429
22.703	329.628	130.813	446.452	224.014
22.713	330.982	130.813	219.797	446.477
22.723	331.001	130.813	220.000	447.820
22.733	330.791	130.813	220.675	446.426
22.743	330.638	221.223	130.112	446.013
22.753	330.867	220.802	130.813	445.730
22.763	331.212	221.390	127.559
22.773	331.250	222.685	130.813
22.783	222.556	331.288	130.813
22.793	222.556	331.059	130.737
22.803	222.556	330.390	130.262
22.813	222.556	330.390	129.310
22.823	222.556	330.829	129.310
22.833	331.135	222.556	129.310
22.843	331.231	222.556	129.654
22.853	331.403	221.479	129.587
22.863	331.480	220.102	129.310
22.873	331.729	222.556	129.310
22.883	331.231	221.799	129.445
22.893	330.314	222.556	129.392
22.903	331.116	222.556	391.995
22.913	331.709	222.556	471.580
22.923	332.150	222.171	145.751
22.933	336.593	146.832	471.580
22.943	145.759	332.458	471.580
22.953	148.110	471.580	332.592
22.963	143.479	471.580	293.665
22.973	143.479	471.635	290.292
22.983	145.146	471.662	286.957
22.993	145.146	471.580	352.227
23.003	146.832	471.580	353.164
23.013	146.832	351.942	471.771
23.023	146.832	352.288	471.798
23.033	146.832	352.450	471.580
23.043	146.307	351.739	471.580
23.053	145.995	351.982	471.580
23.063	145.146	351.434	473.901
23.073	145.146	351.292	471.580
23.083	145.146	351.657	471.580
23.093	145.146	351.190	470.410
23.103	147.308	351.860	471.580
23.113	145.146	352.084	469.325
23.123	145.146	351.678	468.729
23.133	145.146	466.164	352.430
23.143	466.164	145.146	293.834
23.153	467.620	290.627	146.832
23.163	466.164	290.292	145.675
23.173	466.164	290.292	145.700
23.183	465.733	290.292	166.066
23.193	466.164	290.963	166.085
23.203	468.107	166.094	290.930
23.213	468.052	165.587	261.626
23.223	471.580	166.729	261.626
23.233	471.580	166.594	261.626
23.243	471.580	164.814	261.626
23.253	471.580	166.210	261.626	397.330
23.263	467.944	166.363	261.626	397.146
23.273	466.164	166.729	261.626	396.917
23.283	261.626	466.164	166.277	396.550
23.293	261.626	464.873	165.845	396.550
23.303	261.626	466.164	396.550	166.210
23.313	261.626	396.504	466.164	165.979
23.323	261.626	396.642	464.310	165.606
23.333	261.474	396.459	466.164	165.702
23.343	261.626	396.550	466.164	165.635
23.353	260.164	396.481	466.164	165.290
23.363	260.284	396.550	165.434	466.164
23.373	260.961	395.658	165.281	465.464
23.383	259.413	396.298	165.014	466.164
23.393	259.773	396.550	165.195	470.139
23.403	260.269	396.413	165.367	464.310
23.413	260.766	165.644	397.307
23.423	260.389	165.539	401.158
23.433	261.626	165.558	401.529
23.443	261.792	166.719	172.908
23.453	261.626	170.626	165.692
23.463	262.322	170.626	441.579
23.473	261.626	170.626	450.285
23.483	176.643	261.837	440.000
23.493	174.453	440.000	261.958
23.503	175.839	439.264	262.034
23.513	175.069	439.314	264.666
23.523	174.614	438.832	261.626
23.533	176.643	438.199	261.626
23.543	176.643	438.858	261.626
23.553	176.745	439.822	261.626
23.563	178.974	440.000	261.626
23.573	176.643	440.458	261.701
23.583	176.643	441.324	261.626
23.593	445.113	176.643	261.626
23.603	445.113	176.643	261.626
23.613	444.445	176.643	261.626
23.623	444.727	176.195	261.626
23.633	444.881	261.626	175.494
23.643	444.933	261.082	176.929
23.653	444.316	260.585	176.144
23.663	443.060	259.803	174.191
23.673	261.626	440.000	175.403
23.683	259.803	439.721	175.534
23.693	259.593	438.376	176.521
23.703	260.044	437.339	174.907
23.713	260.119	436.734	174.917
23.723	260.134	436.154	175.170
23.733	258.621	435.776	174.614
23.743	260.600	435.373	174.201
23.753	259.698	434.946	175.585
23.763	259.728	434.946	176.643
23.773	259.758	434.946	176.561
23.783	175.687	260.269	435.373
23.793	174.614	259.488	436.481
23.803	174.614	259.518	437.062
23.813	174.614	260.104	437.415
23.823	175.869	259.938	437.997
23.833	176.643	260.781	440.000
23.843	176.225	260.841	440.254
23.853	176.888	261.233	441.477
23.863	175.382	261.203	442.344
23.873	175.565	259.984	442.498
23.883	176.643	259.833	441.630
23.893	176.643	259.518	440.025
23.903	175.139	259.593	439.898
23.913	174.786	259.893	440.000
23.923	174.614	259.953	440.000
23.933	174.614	260.705	438.452
23.943	174.614	260.209	437.415
23.953	175.089	260.931	437.643
23.963	176.409	261.626	438.680
23.973	176.643	261.067	439.517
23.983	175.372	260.540	440.000
23.993	176.643	259.473	441.349
24.003	177.369	259.144	441.069
24.013	174.614	259.309	445.113
24.023	175.291	258.979	445.113
24.033	260.074	174.614	445.113
24.043	260.675	174.614	445.113
24.053	261.188	445.113	174.614
24.063	261.565	442.268	176.643
24.073	260.931	440.000	176.643
24.083	261.399	439.416	174.614
24.093	259.758	439.441	174.614
24.103	258.875	438.680	175.190
24.113	258.994	437.693	174.614
24.123	258.695	437.062	175.129
24.133	436.683	259.249	174.614
24.143	436.784	258.905	175.129
24.153	437.769	259.458	174.614
24.163	440.000	260.389	176.643
24.173	441.732	260.194	174.614
24.183	445.113	260.856	175.099
24.193	446.245	260.540	176.521
24.203	448.260	260.600	351.495
24.213	448.830	260.645	351.373
24.223	447.846	260.811	351.353
24.233	445.498	259.923	351.576
24.243	445.113	260.134	351.596
24.253	445.113	260.510	351.678
24.263	445.113	351.881	261.278
24.273	439.365	352.104
24.283	439.061	352.227
24.293	352.552	440.000
24.303	352.003
24.313	352.064
24.323	262.731
24.333	263.020
24.343	263.354
24.353
24.363
24.373
24.383
24.393
24.403
24.413
24.423
24.433
24.443
24.453
24.463
24.473
24.483
24.493
24.503
24.513
24.523
24.533
24.543
24.553
24.563
24.573
24.583
24.593
24.603
24.613
24.623
24.633	589.641
24.643	590.220
24.653	590.595
24.663	295.417
24.673	295.622	591.005
24.683	292.683	580.583
24.693	293.665	594.154
24.703	297.077	591.996	435.550
24.713	296.340	436.078	148.538
24.723	429.950	296.751	148.538
24.733	349.996	434.946	148.401
24.743	350.178	148.538	440.000
24.753	351.048	148.538	440.000
24.763	351.921	148.538	441.043
24.773	352.328	148.538	440.000
24.783	352.023	148.538	440.000
24.793	352.186	148.538	440.000
24.803	351.637	146.832	439.797
24.813	351.962	146.832	296.015
24.823	351.556	148.376	296.015
24.833	146.832	351.617	295.502
24.843	148.042	351.292	295.588
24.853	146.832	351.069	295.281
24.863	148.496	350.907	295.912
24.873	148.538	350.724	295.059
24.883	148.170	350.785	295.434
24.893	148.538	350.744	294.872
24.903	148.538	351.170	294.940
24.913	148.538	351.211	295.042
24.923	148.538	351.515	294.974
24.933	148.538	351.393	295.434	444.060
24.943	148.538	351.596	295.161	443.726
24.953	148.538	351.231	295.281	443.316
24.963	146.832	351.393	294.855	442.268
24.973	146.832	351.231	294.582	442.830
24.983	146.841	350.866	294.225	441.579
24.993	146.985	351.130	441.451	294.701
25.003	146.832	350.400	441.247	294.650
25.013	147.820	350.866	442.805	294.259
25.023	146.832	350.927	445.113	294.565
25.033	146.832	350.927	445.113	294.565
25.043	148.358	351.251	442.984	294.157
25.053	146.832	350.947	294.974	445.113
25.063	148.333	351.150	294.106	433.967
25.073	148.538	351.190	294.974	445.113
25.083	148.538	351.008	294.684	445.113
25.093	148.538	351.109	294.582
25.103	148.538	351.292	295.059
25.113	148.538	351.373	294.004
25.123	148.538	351.840	295.400
25.133	146.832	351.759	294.838
25.143	146.832	351.698	295.400
25.153	146.832	351.231	294.923
25.163	146.832	351.718	294.957
25.173	147.147	352.756	521.441
25.183	146.832	353.266	521.802
25.193	146.832	353.286	522.134
25.203	148.538	354.697	517.241
25.213	148.538	523.251	258.621
25.223	519.187	258.621	148.538
25.233	261.248	520.237	147.768
25.243	261.626	529.331	352.410
25.253	261.626	525.128	111.813
25.263	261.626	525.462	111.768
25.273	261.626	524.795	112.571
25.283	261.626	112.571	526.556
25.293	263.248	111.278	350.866
25.303	263.278	111.278	349.228
25.313	262.731	111.278	352.980
25.323	264.666	111.278	351.373
25.333	262.579	111.278	353.286
25.343	262.549	111.278	349.369
25.353	263.415	111.278	350.542
25.363	264.375	352.980	111.278
25.373	263.248	353.286	111.278
25.383	263.065	351.495	111.278
25.393	264.666	349.551	110.000
25.403	264.666	349.935	111.278
25.413	264.666	352.328	110.000
25.423	264.666	349.228	110.000
25.433	263.278	351.982	110.618
25.443	263.369	349.571	110.337
25.453	264.666	349.228	111.278
25.463	264.666	351.150	110.000
25.473	263.917	353.286	110.465
25.483	263.339	352.858	111.278
25.493	262.944	350.056	110.000
25.503	263.339	349.027	111.278
25.513	264.406	350.846	110.000
25.523	264.559	353.286	111.278
25.533	264.467	353.286	112.130
25.543	264.666	350.016	111.278
25.553	264.666	349.228	111.278
25.563	264.666	349.874	111.278
25.573	264.666	353.286	111.433
25.583	264.666	353.286	111.278
25.593	264.666	350.522	111.278
25.603	264.666	349.228	111.188
25.613	264.666	349.228	111.278
25.623	264.666	351.881	111.278
25.633	264.666	353.286	111.278
25.643	264.666	351.860	111.278
25.653	264.666	349.228	111.278
25.663	264.666	349.228	108.737
25.673	264.666	110.932	350.704
25.683	111.278	264.666	353.286
25.693	111.278	264.666	352.511
25.703	112.305	264.666	349.248
25.713	108.048	264.666	350.643
25.723	111.278	264.788	349.329
25.733	111.684	261.626	353.286
25.743	111.278	264.146
25.753	111.278	117.895
25.763	113.223	117.895
25.773	111.278	116.541
25.783	116.919	111.478
25.793	116.851	264.390
25.803	116.797	264.406
25.813	116.541	264.666
25.823	116.541	264.666
25.833	116.858	264.666	526.678
25.843	116.541	264.666	527.286
25.853	116.541	264.666	527.683
25.863	116.541	264.345	527.317
25.873	116.541	264.666	527.439
25.883	116.541	264.666	587.330	527.439
25.893	116.541	261.626	587.160	526.799
25.903	117.895	264.666	587.330	527.165
25.913	117.054	263.796	587.330	527.165
25.923	117.895	261.626	587.330	527.134
25.933	116.993	264.666	587.330	350.988
25.943	117.175	264.666	587.330	350.947
25.953	116.541	264.666	587.330	350.886
25.963	116.541	264.666	587.330	350.907
25.973	116.541	264.666	350.907	586.956
25.983	116.554	264.666	350.947	586.821
25.993	116.851	261.626	350.825	586.685
26.003	116.541	264.666	350.744	586.584
26.013	116.541	264.666	350.643	586.482
26.023	116.541	264.666	350.846	586.448
26.033	116.541	350.886	264.666	583.778
26.043	116.541	350.684	585.873	261.626
26.053	116.541	586.584	350.765	261.626
26.063	116.541	587.330	350.744	263.308
26.073	116.541	587.330	350.744	237.458
26.083	117.895	587.431	350.805	238.530
26.093	117.895	587.330	238.530	350.846
26.103	117.324	587.330	238.530	350.704
26.113	116.959	587.330	236.814	350.643
26.123	116.541	587.330	235.981	350.420
26.133	116.973	587.330	235.790	350.522
26.143	116.973	236.008	576.673	350.461
